,NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,PROP_FREIGHT,CHARTER_PAX,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,OP_EXPENSES,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,REGION,YEAR,QUARTER,Unnamed: 18
160,-70.93,-53.7,,,,,,2319.16,965.92,549.03,,,2372.86,KLQ,Kalitta Charters II,I,2019,2,
161,-53.54,-60.83,0.0,0.0,18838.55,0.0,0.0,65690.33,55362.87,133.56,0.0,6693.61,65751.15,PO,Polar Air Cargo Airways,D,2019,2,
162,-34.95,-34.99,354.85,0.0,0.0,0.0,0.05,354.91,106.04,180.01,44.45,28.53,389.9,CP,Compass Airlines,L,2019,4,
163,-20.37,-20.63,403.74,0.0,0.0,0.0,0.03,403.77,138.63,164.32,54.79,34.68,424.4,CP,Compass Airlines,L,2019,1,
164,-10.88,-1026.55,,,,12493.72,,12493.72,6074.68,3540.6,1478.39,1596.79,13520.26,GL,Miami Air International,I,2019,3,
165,-9.27,-874.47,,,,10642.8,,10642.8,5174.73,3016.06,1259.37,1360.23,11517.26,GL,Miami Air International,D,2019,3,
166,-0.45,-0.65,40.52,0.0,0.0,0.0,0.0,40.52,22.89,8.31,3.55,1.89,41.17,OH,PSA Airlines Inc.,L,2019,4,
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QX,Horizon Air,L,2019,4,
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QX,Horizon Air,L,2019,3,
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QX,Horizon Air,L,2019,1,
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QX,Horizon Air,L,2019,2,
171,0.7,0.51,376.89,0.0,0.0,0.0,0.02,376.91,120.03,145.7,49.01,31.28,376.4,CP,Compass Airlines,L,2019,2,
172,2.31,2.83,40.89,0.0,0.0,0.0,0.0,40.89,20.87,7.8,3.31,1.61,38.06,OH,PSA Airlines Inc.,L,2019,3,
173,7.49,7.42,365.2,0.0,0.0,0.0,0.02,365.21,102.76,155.98,47.48,28.0,357.79,CP,Compass Airlines,L,2019,3,
174,14.07,13.57,83.72,0.0,0.0,0.0,0.0,83.72,40.45,12.29,6.55,2.91,70.15,OH,PSA Airlines Inc.,L,2019,2,
175,15.46,14.68,79.02,0.0,0.0,0.0,0.0,79.02,36.39,13.25,5.17,2.64,64.34,OH,PSA Airlines Inc.,L,2019,1,
176,38.43,84.85,0.0,0.0,4010.64,0.0,0.0,13684.16,11146.4,35.21,0.0,1610.7,13599.3,PO,Polar Air Cargo Airways,A,2019,1,
177,46.09,44.59,0.0,0.0,0.0,242.3,0.0,242.3,40.57,38.34,0.0,0.0,197.71,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",D,2019,2,
178,47.94,18.33,0.0,0.0,0.0,0.0,11946.29,11946.29,0.0,0.0,0.0,0.0,11927.95,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",D,2019,2,
179,50.48,254.35,0.0,0.0,17611.8,0.0,0.0,60090.82,49065.12,154.62,0.0,7073.01,59836.47,PO,Polar Air Cargo Airways,D,2019,1,
180,54.86,14.16,0.0,0.0,18150.36,0.0,0.0,58415.02,49008.34,113.14,0.0,6046.13,58400.86,PO,Polar Air Cargo Airways,D,2019,3,
181,56.27,74.2,0.0,0.0,0.0,0.0,9049.38,9049.38,0.0,0.0,0.0,0.0,8975.18,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",D,2019,1,
182,63.26,2374.85,13913.56,0.0,0.0,0.0,0.0,13913.56,4160.54,4285.64,665.29,72.04,11538.7,YV,Mesa Airlines Inc.,L,2019,3,
183,99.34,99.07,0.0,0.0,0.0,0.0,12623.24,15032.23,843.32,241.67,0.0,91.83,14933.16,U7,USA Jet Airlines Inc.,I,2019,1,
184,105.32,97.6,0.0,0.0,3441.18,0.0,0.0,11075.08,9196.72,21.45,0.0,1146.31,10977.48,PO,Polar Air Cargo Airways,A,2019,3,
185,106.44,78.18,57574.09,0.0,0.0,0.0,3.55,57577.64,18336.18,22257.01,7486.03,4778.88,57499.45,CP,Compass Airlines,D,2019,2,
186,126.37,150.6,,6062.34,1400.64,,,8364.37,3513.86,2277.48,,664.15,8213.77,PFQ,Asia Pacific,I,2019,3,
187,151.79,150.18,0.0,0.0,4151.92,0.0,0.0,14477.83,12038.12,29.44,0.0,1475.24,14327.65,PO,Polar Air Cargo Airways,A,2019,2,
188,157.16,257.3,3752.71,0.0,0.0,0.0,25.39,3778.1,1947.4,810.9,299.69,97.85,3520.8,OO,SkyWest Airlines Inc.,L,2019,4,
189,157.71,160.98,,0.0,0.0,0.0,8833.02,10853.74,662.85,190.6,0.0,79.95,10692.76,U7,USA Jet Airlines Inc.,I,2019,4,
190,161.94,-347.72,124.93,7729.54,4297.34,260.32,442.81,15549.23,6529.22,4792.41,,,15896.96,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,2019,2,
191,191.3,249.15,7331.85,0.0,0.0,0.0,0.54,7334.78,2370.3,1325.73,254.88,1362.69,7085.63,MQ,Envoy Air,L,2019,1,
192,195.2,273.55,3828.52,0.0,0.0,0.0,26.15,3854.67,2115.37,759.31,305.45,104.93,3581.12,OO,SkyWest Airlines Inc.,L,2019,3,
193,202.91,206.7,,,,,,1065.63,452.0,160.93,,,858.93,KLQ,Kalitta Charters II,I,2019,4,
194,209.96,225.65,0.0,0.0,0.0,4661.31,0.0,5567.71,1769.31,1852.65,371.18,488.51,5342.07,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",I,2019,2,
195,214.94,282.44,8005.18,0.0,0.0,0.0,0.52,8008.91,2555.41,1565.81,277.24,1462.85,7726.47,MQ,Envoy Air,L,2019,2,
196,218.56,208.34,0.0,0.0,0.0,0.0,0.0,8733.02,4931.4,1523.84,0.0,0.0,8524.68,GFQ,Gulf And Caribbean Cargo,D,2019,4,
197,226.63,252.61,0.0,0.0,4958.54,0.0,0.0,14957.31,12378.03,27.37,0.0,1449.62,14704.7,PO,Polar Air Cargo Airways,A,2019,4,
198,259.55,390.89,4699.93,0.0,0.0,0.0,30.28,4730.21,2560.09,893.3,370.88,138.01,4339.32,OO,SkyWest Airlines Inc.,L,2019,2,
199,267.69,378.89,0.0,0.0,21225.92,0.0,0.0,64027.45,53688.85,117.17,0.0,6205.36,63648.56,PO,Polar Air Cargo Airways,D,2019,4,
200,285.33,353.7,4302.17,0.0,0.0,0.0,41.61,4343.78,2419.85,754.07,339.23,139.89,3990.08,OO,SkyWest Airlines Inc.,L,2019,1,
201,288.92,692.45,10290.14,0.0,0.0,3469.78,97.99,15564.87,6121.94,1166.4,1092.08,3753.15,14872.42,SY,Sun Country Airlines d/b/a MN Airlines,L,2019,3,
202,289.95,311.6,0.0,0.0,0.0,6437.05,0.0,7688.75,2443.33,2558.43,512.58,674.61,7377.14,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",D,2019,2,
203,294.55,186.99,,5229.07,1865.78,,,7951.25,3212.04,2269.5,,651.62,7764.26,PFQ,Asia Pacific,I,2019,1,
204,372.42,388.62,,,,,,2911.15,1152.38,557.4,,,2522.53,KLQ,Kalitta Charters II,I,2019,1,
205,379.72,291.25,,5594.95,1866.11,,,8362.46,3416.16,2371.05,,653.63,8071.21,PFQ,Asia Pacific,I,2019,2,
206,419.62,878.51,0.0,0.0,0.0,11803.29,3.91,11811.77,5332.9,940.24,1410.34,1158.41,10933.27,X9,Omni Air International LLC,D,2019,2,
207,440.23,136.86,0.0,,1966.18,0.0,0.0,4226.95,1700.58,1881.56,0.0,43.37,4090.09,ABX,ABX Air Inc,A,2019,4,
208,443.26,655.35,0.0,0.0,0.0,16626.34,0.0,19506.62,12060.47,3595.07,1710.93,474.75,18851.27,8C,Air Transport International,A,2019,4,
209,445.25,-40333.87,0.0,0.0,147101.78,56751.24,0.0,359370.03,193670.27,89100.49,10627.36,42945.03,399703.9,5Y,Atlas Air Inc.,I,2019,2,
210,479.48,932.95,8259.25,0.0,0.0,0.0,0.0,8450.82,2133.33,2542.49,652.03,96.85,7517.87,YX,Republic Airline,L,2019,4,
211,494.03,1006.43,0.0,0.0,0.0,12846.24,3.68,12855.54,6229.69,1167.22,1288.07,1209.86,11849.12,X9,Omni Air International LLC,D,2019,1,
212,500.71,491.76,0.0,0.0,0.0,0.0,0.0,6616.03,4204.75,690.87,0.0,0.0,6124.26,GFQ,Gulf And Caribbean Cargo,D,2019,3,
213,517.28,930.96,9032.64,0.0,0.0,4740.41,69.89,14829.27,5737.54,1640.56,967.4,2525.07,13898.31,SY,Sun Country Airlines d/b/a MN Airlines,L,2019,4,
214,523.13,427.43,0.0,0.0,0.0,0.0,11012.37,11012.37,0.0,0.0,0.0,0.0,10584.94,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",D,2019,4,
215,526.09,471.89,0.0,0.0,0.0,0.0,9835.28,9835.28,0.0,0.0,0.0,0.0,9363.4,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",D,2019,3,
216,549.9,1089.28,8663.55,0.0,0.0,0.0,0.0,8790.7,2244.24,2665.47,695.68,96.52,7701.41,YX,Republic Airline,L,2019,3,
217,561.26,561.26,0.0,0.0,0.0,21.51,1512.44,1533.96,0.0,0.0,0.0,0.0,972.69,27Q,"Jet Aviation Flight Services, Inc.",I,2019,4,
218,561.26,412.16,0.0,5942.88,8995.57,0.0,8805.91,26692.69,3605.42,6204.53,,,26280.53,KH,Aloha Air Cargo,D,2019,1,
219,615.8,1386.63,12435.94,0.0,0.0,0.0,0.0,12594.07,3443.21,3634.53,1025.36,163.53,11207.45,YX,Republic Airline,L,2019,1,
220,633.7,1277.61,9681.1,0.0,0.0,0.0,0.0,9802.89,2496.05,2902.42,810.75,111.37,8525.28,YX,Republic Airline,L,2019,2,
221,654.38,744.6,0.0,0.0,0.0,19372.99,0.0,22102.2,13750.07,4486.94,1526.94,554.56,21357.6,8C,Air Transport International,A,2019,3,
222,677.02,748.99,,,,,,12861.13,4859.54,2341.81,,,12112.14,KLQ,Kalitta Charters II,D,2019,4,
223,687.66,687.66,0.0,0.0,0.0,243.07,1670.66,1913.73,0.0,0.0,0.0,0.0,1226.07,27Q,"Jet Aviation Flight Services, Inc.",I,2019,1,
224,691.3,711.7,0.0,0.0,0.0,0.0,0.0,6139.49,3759.79,522.02,0.0,0.0,5427.79,GFQ,Gulf And Caribbean Cargo,D,2019,2,
225,844.21,841.94,0.0,0.0,0.0,0.0,107275.39,127747.57,7166.72,2053.8,0.0,780.4,126905.64,U7,USA Jet Airlines Inc.,D,2019,1,
226,853.51,853.51,0.0,0.0,0.0,24.39,2099.7,2124.09,0.0,0.0,0.0,0.0,1270.58,27Q,"Jet Aviation Flight Services, Inc.",I,2019,2,
227,894.63,30488.91,173916.79,0.0,0.0,0.0,0.0,173916.79,50033.61,54546.16,8149.4,922.23,143427.87,YV,Mesa Airlines Inc.,D,2019,3,
228,946.51,946.51,0.0,0.0,0.0,26.57,2013.02,2039.59,0.0,0.0,0.0,0.0,1093.08,27Q,"Jet Aviation Flight Services, Inc.",I,2019,3,
229,1068.27,2075.14,14287.86,0.0,0.0,0.0,0.0,14287.86,4087.82,4708.63,706.8,82.22,12212.72,YV,Mesa Airlines Inc.,L,2019,4,
230,1077.64,1034.63,,,,14048.49,,14048.49,6559.38,2193.34,1491.5,2127.21,13013.86,GL,Miami Air International,I,2019,1,
231,1100.28,2056.2,12789.3,0.0,0.0,0.0,0.0,12789.3,3837.25,3917.99,621.19,68.91,10733.1,YV,Mesa Airlines Inc.,L,2019,2,
232,1171.56,1555.75,0.0,0.0,14939.41,0.0,0.0,15228.92,10454.46,388.13,0.0,332.71,13673.17,9S,Southern Air Inc.,D,2019,3,
233,1220.22,1321.03,0.0,5988.68,9710.65,0.0,9026.4,27919.84,4237.45,5287.62,,,26598.81,KH,Aloha Air Cargo,D,2019,2,
234,1230.97,1219.53,59998.6,0.0,0.0,0.0,2.77,60001.37,16882.81,25626.68,7799.87,4600.09,58781.84,CP,Compass Airlines,D,2019,3,
235,1241.73,1625.53,0.0,0.0,9203.0,0.0,0.0,9311.62,5588.74,221.56,0.0,163.96,7686.09,9S,Southern Air Inc.,D,2019,1,
236,1252.44,1413.64,,8181.33,3096.82,,,12179.54,4742.15,3105.76,,883.72,10765.91,PFQ,Asia Pacific,D,2019,4,
237,1431.77,1760.93,1325.52,0.0,0.0,15432.14,0.0,17128.91,10962.17,2106.78,0.0,0.0,15367.97,2HQ,Elite Airways LLC,D,2019,1,
238,1476.24,2900.51,14678.25,0.0,0.0,0.0,0.0,14678.25,4247.65,4003.4,699.39,88.09,11777.74,YV,Mesa Airlines Inc.,L,2019,1,
239,1479.01,1548.06,,,,,,12004.2,4418.91,2229.58,,,10456.14,KLQ,Kalitta Charters II,D,2019,1,
240,1545.47,1514.71,,0.0,0.0,0.0,83111.98,102125.41,6236.88,1793.39,0.0,752.25,100610.71,U7,USA Jet Airlines Inc.,D,2019,4,
241,1605.86,1182.65,0.0,0.0,0.0,2294.26,0.0,3429.29,841.68,997.82,206.16,349.29,2246.65,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",I,2019,4,
242,1758.26,1688.09,,,,22921.23,,22921.23,10702.15,3578.61,2433.5,3470.71,21233.14,GL,Miami Air International,D,2019,1,
243,1812.96,1902.31,0.0,0.0,0.0,17590.06,0.0,20727.24,11808.27,3855.62,1418.08,535.85,18824.93,8C,Air Transport International,A,2019,1,
244,1923.96,2016.27,0.0,0.0,0.0,18241.43,0.0,21341.75,12394.47,3774.41,1421.4,482.33,19325.48,8C,Air Transport International,A,2019,2,
245,1962.71,1445.46,0.0,0.0,0.0,2804.09,0.0,4191.36,1028.72,1219.56,251.97,426.91,2745.9,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",D,2019,4,
246,2158.34,2377.6,0.0,0.0,0.0,0.0,0.0,10534.29,5712.27,944.27,0.0,0.0,8156.69,GFQ,Gulf And Caribbean Cargo,D,2019,1,
247,2396.84,3221.21,67190.2,0.0,0.0,0.0,24.79,67215.0,25750.53,22361.49,3636.84,1170.45,63993.78,ZW,Air Wisconsin Airlines Corp,D,2019,4,
248,2555.84,2136.31,117.97,7369.44,5078.48,494.96,689.12,16946.73,6511.27,3531.08,,,14810.42,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,2019,3,
249,2891.12,2796.75,0.0,0.0,0.0,15198.64,0.0,15198.64,2544.76,2404.91,0.0,0.0,12401.89,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",I,2019,2,
250,3156.28,5079.93,0.0,0.0,18768.1,0.0,0.0,19135.13,10404.73,344.16,0.0,345.59,14055.2,9S,Southern Air Inc.,D,2019,4,
251,3319.7,3926.37,0.0,0.0,23590.56,0.0,0.0,24047.71,15039.8,612.16,0.0,525.37,20121.34,9S,Southern Air Inc.,I,2019,3,
252,3334.97,3282.31,0.0,6460.69,10077.62,0.0,9448.83,29599.18,4465.76,5247.57,,,26316.87,KH,Aloha Air Cargo,D,2019,3,
253,3379.61,4777.7,0.0,0.0,22980.42,0.0,0.0,31703.95,12763.69,4640.95,,1261.06,26926.24,M6,Amerijet International,D,2019,4,
254,3487.93,3495.99,0.0,0.0,0.0,0.0,0.0,63023.22,35581.63,10133.59,0.0,4470.11,59527.23,KD,Western Global,I,2019,2,
255,3683.87,9783.25,91268.6,794.63,196.4,42401.43,1126.1,155912.67,67234.71,12980.93,8929.7,24544.43,146129.43,SY,Sun Country Airlines d/b/a MN Airlines,D,2019,3,
256,3965.26,3965.26,0.0,0.0,0.0,1677.6,14962.87,16640.47,0.0,0.0,0.0,0.0,12675.21,27Q,"Jet Aviation Flight Services, Inc.",D,2019,1,
257,4071.0,5580.0,81512.0,3.0,180.0,297.0,0.0,87989.0,34732.0,7472.0,8440.0,13904.0,82409.0,AS,Alaska Airlines Inc.,L,2019,4,
258,4159.32,4507.87,0.0,0.0,0.0,17685.0,0.0,17916.57,7484.21,1915.02,0.0,872.52,13408.7,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2019,2,
259,4269.34,16891.76,167434.86,0.0,0.0,0.0,0.0,167434.86,60352.33,51830.59,7895.97,909.93,150543.1,YV,Mesa Airlines Inc.,D,2019,2,
260,4456.78,4456.78,0.0,0.0,0.0,176.12,17038.9,17215.02,0.0,0.0,0.0,0.0,12758.23,27Q,"Jet Aviation Flight Services, Inc.",D,2019,4,
261,4490.9,9725.6,88206.36,845.82,195.24,38015.74,1961.15,147162.89,60450.4,9438.62,7657.3,20141.02,137437.29,SY,Sun Country Airlines d/b/a MN Airlines,D,2019,2,
262,4501.51,10674.87,83117.93,795.79,80.71,44106.43,1339.24,149033.55,58016.69,15350.67,8009.29,23038.16,138358.68,SY,Sun Country Airlines d/b/a MN Airlines,D,2019,4,
263,4762.27,7925.67,0.0,0.0,280357.11,0.0,0.0,280795.71,168281.98,48676.25,0.0,29123.63,272870.04,5X,United Parcel Service,P,2019,3,
264,4940.19,4940.19,0.0,0.0,0.0,179.02,18313.07,18491.08,0.0,0.0,0.0,0.0,13550.89,27Q,"Jet Aviation Flight Services, Inc.",D,2019,2,
265,5056.64,15526.4,,50208.73,39294.25,,,90202.98,28674.38,23089.38,,7484.08,74676.57,KAQ,Kalitta Air LLC,D,2019,4,
266,5175.9,5547.43,0.0,0.0,0.0,0.0,0.0,10151.24,2630.14,889.34,0.0,0.0,4603.82,L2,Lynden Air Cargo Airlines,I,2019,2,
267,5270.93,6072.72,0.0,0.0,0.0,2323.99,0.0,73757.07,30956.84,28810.41,239.15,1830.56,67684.35,8C,Air Transport International,D,2019,4,
268,5345.13,5664.32,0.0,0.0,0.0,0.0,0.0,9390.24,2070.22,866.16,0.0,0.0,3725.92,L2,Lynden Air Cargo Airlines,I,2019,3,
269,5354.75,7639.17,209215.06,0.0,0.0,0.0,0.0,209215.88,114075.57,43146.21,16373.24,7351.98,201576.71,OH,PSA Airlines Inc.,D,2019,2,
270,5460.48,5460.48,0.0,0.0,0.0,188.47,17598.33,17786.8,0.0,0.0,0.0,0.0,12326.32,27Q,"Jet Aviation Flight Services, Inc.",D,2019,3,
271,5470.34,11666.54,165716.89,148.4,5652.63,0.0,11169.71,192812.35,69818.96,21726.72,20629.26,23358.39,181145.82,HA,Hawaiian Airlines Inc.,P,2019,4,
272,5568.86,6714.77,0.0,0.0,27477.65,0.0,0.0,27801.96,14825.73,661.08,0.0,489.53,21087.19,9S,Southern Air Inc.,I,2019,1,
273,5776.15,10454.14,0.0,0.0,0.0,126071.99,33.26,126105.25,62140.71,9788.27,13170.37,11954.7,115651.11,X9,Omni Air International LLC,I,2019,3,
274,5780.09,6401.5,0.0,0.0,27393.07,0.0,0.0,27823.82,15795.5,641.31,0.0,488.22,21422.32,9S,Southern Air Inc.,I,2019,2,
275,5827.22,7906.22,0.0,411.22,34172.24,0.0,0.0,47945.96,18979.81,6901.17,,1875.22,40039.74,M6,Amerijet International,L,2019,4,
276,5890.74,5879.88,0.0,0.0,0.0,0.0,0.0,59807.05,31740.63,12057.44,0.0,3580.58,53927.17,KD,Western Global,I,2019,1,
277,5997.43,5982.87,0.0,6974.58,10375.92,0.0,9320.53,30322.16,3949.96,4119.14,0.0,1897.47,24339.29,KH,Aloha Air Cargo,D,2019,4,
278,6007.0,7901.0,56786.0,-3.0,-180.0,127.0,0.0,61428.0,22664.0,5010.0,5480.0,9411.0,53527.0,AS,Alaska Airlines Inc.,L,2019,3,
279,6159.0,8867.0,72463.0,-2.0,-118.0,110.0,0.0,78528.0,30923.0,6685.0,7086.0,10380.0,69661.0,AS,Alaska Airlines Inc.,L,2019,2,
280,6464.46,6591.26,0.0,0.0,0.0,0.0,0.0,32431.54,21108.04,1667.93,0.0,445.75,25840.29,N8,National Air Cargo Group Inc d/ba National Airlines,I,2019,4,
281,6624.91,7329.39,0.0,0.0,0.0,0.0,0.0,12320.14,2933.06,995.23,0.0,0.0,4990.75,L2,Lynden Air Cargo Airlines,I,2019,4,
282,6729.12,10536.53,56629.65,0.0,0.0,0.0,218.25,102695.53,46935.96,5817.33,5329.54,7929.02,92159.0,NK,Spirit Air Lines,L,2019,1,
283,6876.73,7950.86,0.0,0.0,0.0,35129.58,0.0,35281.01,14298.91,3539.48,0.0,4175.43,27330.15,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,2019,1,
284,7518.72,7518.72,0.0,0.0,0.0,0.0,0.0,11754.84,2250.55,994.77,0.0,0.0,4236.12,L2,Lynden Air Cargo Airlines,I,2019,1,
285,7541.68,9635.81,20019.14,0.0,0.0,0.0,4015.32,27811.18,13684.69,812.74,1014.84,2521.69,18175.36,F9,Frontier Airlines Inc.,L,2019,4,
286,7614.0,16948.0,111489.0,0.0,4.0,0.0,0.0,111762.0,17811.0,26894.0,6945.0,5967.0,94814.0,QX,Horizon Air,D,2019,2,
287,7792.04,3773.7,0.0,,26043.76,0.0,0.0,57700.73,22525.64,24922.91,0.0,574.47,53927.03,ABX,ABX Air Inc,D,2019,4,
288,7868.17,11242.24,0.0,0.0,32919.14,0.0,0.0,33562.91,15918.19,603.41,0.0,606.16,22320.67,9S,Southern Air Inc.,I,2019,4,
289,7929.68,11041.38,197469.48,0.0,0.0,0.0,0.0,197470.17,104288.82,44590.5,12916.03,6656.22,186428.79,OH,PSA Airlines Inc.,D,2019,1,
290,8026.78,1750.48,0.0,0.0,23029.55,0.0,0.0,27988.09,16410.03,5064.9,0.0,1515.37,26237.62,WI,Sky Lease Cargo,I,2019,3,
291,8408.45,9969.85,78240.28,0.0,0.0,0.0,-25000.44,53239.84,23065.29,5479.29,5176.5,4225.09,43270.0,G7,GoJet Airlines LLC d/b/a United Express,D,2019,3,
292,8411.18,10954.72,322367.52,0.0,0.0,0.0,23.51,322496.21,104217.59,58289.86,11206.77,59914.88,311541.49,MQ,Envoy Air,D,2019,1,
293,8446.3,12960.89,54458.11,0.0,0.0,0.0,189.88,100860.9,44044.44,6262.96,5000.57,7727.29,87900.01,NK,Spirit Air Lines,L,2019,4,
294,8831.47,10742.91,,1580.02,90430.9,,25820.79,227071.77,82481.17,52268.03,,16441.3,216328.86,KAQ,Kalitta Air LLC,I,2019,1,
295,9150.01,12023.45,340786.14,0.0,0.0,0.0,22.23,340945.02,108785.82,66657.57,11802.12,62274.47,328921.58,MQ,Envoy Air,D,2019,2,
296,9347.96,13964.37,61840.2,0.0,0.0,0.0,207.63,111100.37,47619.82,6171.85,5574.59,8314.6,97136.0,NK,Spirit Air Lines,L,2019,3,
297,9386.0,19891.0,116523.0,0.0,4.0,0.0,0.0,116881.0,18631.0,24240.0,7603.0,7088.0,96991.0,QX,Horizon Air,D,2019,1,
298,9416.0,18657.0,112537.0,0.0,4.0,0.0,0.0,112774.0,18687.0,25714.0,7204.0,5597.0,94117.0,QX,Horizon Air,D,2019,3,
299,9913.23,10756.23,46646.87,0.0,0.0,3805.78,1043.67,55483.9,19432.26,4278.81,2698.79,8021.71,44727.67,SY,Sun Country Airlines d/b/a MN Airlines,L,2019,1,
300,10063.14,12940.46,20963.94,0.0,0.0,0.0,4170.01,28927.77,9880.44,905.42,953.83,3002.99,15987.32,F9,Frontier Airlines Inc.,L,2019,3,
301,10724.78,13861.56,31067.35,0.0,0.0,0.0,7963.26,44212.65,20768.01,1227.68,1509.93,5314.38,30351.09,F9,Frontier Airlines Inc.,L,2019,2,
302,10964.54,14055.49,38019.35,0.0,0.0,0.0,5203.28,45844.38,22736.1,785.51,1765.62,5548.79,31788.89,F9,Frontier Airlines Inc.,L,2019,1,
303,10991.89,19508.01,361785.79,0.0,4.95,0.0,17747.62,411986.99,168174.35,43979.65,33648.69,69602.31,392478.98,B6,JetBlue Airways,L,2019,1,
304,11378.02,10111.24,0.0,0.0,0.0,118910.85,32.85,118943.7,58861.21,10229.51,11862.59,9743.57,108832.46,X9,Omni Air International LLC,I,2019,2,
305,12117.0,15805.0,141860.0,0.0,1323.0,211.0,1123.0,161170.0,57975.0,17051.0,12474.0,27660.0,145365.0,WN,Southwest Airlines Co.,L,2019,1,
306,12431.65,19022.09,0.0,0.0,289475.32,0.0,0.0,289640.54,169205.18,45146.85,0.0,28704.39,270618.46,5X,United Parcel Service,P,2019,2,
307,12607.74,16981.89,0.0,0.0,0.0,122155.99,31.42,122187.41,57903.83,9167.03,10995.66,10328.04,105205.52,X9,Omni Air International LLC,I,2019,1,
308,13407.0,17347.0,132823.0,0.0,1131.0,73.0,908.0,149534.0,53480.0,14163.0,11384.0,25118.0,132187.0,WN,Southwest Airlines Co.,L,2019,4,
309,13854.66,19836.54,69701.11,0.0,0.0,0.0,270.45,122567.66,52987.51,6314.36,5735.71,8351.3,102731.12,NK,Spirit Air Lines,L,2019,2,
310,14611.94,56928.8,1066315.98,14529.51,103134.75,4675.0,60310.19,1306504.04,523761.53,78964.19,162234.4,157051.62,1249575.24,UA,United Air Lines Inc.,P,2019,2,
311,15074.12,27106.73,169747.42,0.0,0.0,0.0,0.0,169747.42,46703.43,55489.08,8228.58,982.57,142640.69,YV,Mesa Airlines Inc.,D,2019,4,
312,15134.75,34083.21,305701.67,0.0,0.0,0.0,0.0,309589.04,84641.75,89347.37,25205.62,4019.92,275505.83,YX,Republic Airline,D,2019,1,
313,15193.12,27177.82,0.0,0.0,87806.78,36707.83,0.0,209764.71,72345.69,46413.86,5606.21,26607.8,182586.89,5Y,Atlas Air Inc.,D,2019,1,
314,15616.0,19423.0,119003.0,0.0,994.0,36.0,845.0,133663.0,45941.0,13342.0,9720.0,21822.0,114240.0,WN,Southwest Airlines Co.,L,2019,3,
315,16088.28,16512.17,258769.34,0.0,0.0,0.0,141857.2,500738.76,296251.42,22326.74,44685.57,75610.62,484226.59,F9,Frontier Airlines Inc.,D,2019,1,
316,17178.13,32971.5,162468.41,0.0,0.0,0.0,0.0,162468.41,48777.2,42277.73,7489.3,976.81,129496.91,YV,Mesa Airlines Inc.,D,2019,1,
317,18216.11,26200.47,385415.57,0.0,1.67,0.0,18751.33,439009.73,180499.36,48237.94,34704.08,70565.09,412809.26,B6,JetBlue Airways,L,2019,2,
318,18507.37,31020.39,192388.31,319.63,5636.56,0.0,11993.44,221863.82,73547.24,21757.36,20955.44,24521.43,190843.43,HA,Hawaiian Airlines Inc.,P,2019,3,
319,19232.47,37428.84,331416.48,0.0,0.0,0.0,0.0,339103.53,85602.99,102027.1,26163.99,3886.4,301674.69,YX,Republic Airline,D,2019,4,
320,20577.96,40766.11,324253.29,0.0,0.0,0.0,0.0,329011.95,83996.51,99762.38,26037.69,3612.64,288245.85,YX,Republic Airline,D,2019,3,
321,20848.34,20855.63,0.0,0.0,0.0,0.0,0.0,84364.03,38970.66,8089.02,0.0,6728.06,63508.39,KD,Western Global,I,2019,4,
322,21329.0,27881.0,151723.0,0.0,1288.0,83.0,1052.0,170194.0,57743.0,15821.0,12374.0,27166.0,142313.0,WN,Southwest Airlines Co.,L,2019,2,
323,21462.49,43275.51,327959.9,0.0,0.0,0.0,0.0,332085.52,84556.6,98326.0,27465.41,3772.78,288810.02,YX,Republic Airline,D,2019,2,
324,21490.23,18731.66,0.0,0.0,83130.85,41642.83,0.0,212085.66,79955.56,41990.58,7600.87,26911.3,193354.0,5Y,Atlas Air Inc.,D,2019,3,
